id,label,modularity_class,eigencentrality
newleftblogs.blogspot.com,newleftblogs.blogspot.com,0,0.6261056687239217
lashawnbarber.com,lashawnbarber.com,1,0.3899642610031996
gregpalast.com,gregpalast.com,0,0.16267415979830602
roxanne.typepad.com,roxanne.typepad.com,0,0.35232770006544883
interested-participant.blogspot.com,interested-participant.blogspot.com,1,0.10008662393729685
commonsenserunswild.typepad.com,commonsenserunswild.typepad.com,1,0.2761985409212256
laughingwolf.net,laughingwolf.net,1,0.1745333908144139
tomburka.com,tomburka.com,0,0.25269182022665965
cayankee.blogs.com,cayankee.blogs.com,1,0.34541655229696105
pejmanesque.com,pejmanesque.com,1,0.356353984708923
rightonred.net,rightonred.net,1,0.1452395545433099
one38.org,one38.org,0,0.2191815532238978
claycalhoun.com,claycalhoun.com,1,0.1212118050631894
acepilots.com/mt,acepilots.com/mt,1,0.16752996152075317
claudialong.com/blog,claudialong.com/blog,0,0.24408370137610436
nomoremister.blogspot.com,nomoremister.blogspot.com,0,0.5148365324811847
blogs.salon.com/0002874,blogs.salon.com/0002874,0,0.3775358649219042
robschumacher.blogspot.com,robschumacher.blogspot.com,0,0.266379185965674
notgeniuses.com,notgeniuses.com,0,0.4032936889595378
wizbangblog.com,wizbangblog.com,1,0.41746097713238395
victorhanson.com,victorhanson.com,1,0.09293805774239634
homespunbloggers.blogspot.com,homespunbloggers.blogspot.com,1,0.0500713449935971
politics.feedster.com,politics.feedster.com,1,0.1983225486152262
talkleft.com,talkleft.com,0,0.7258666951379359
home.earthlink.net/~fsrhine,home.earthlink.net/~fsrhine,0,0.22827049064266858
loadedmouth.com,loadedmouth.com,0,0.2295328705133026
archpundit.com,archpundit.com,0,0.4310988100991916
michaeltotten.com,michaeltotten.com,1,0.2926582390140684
freerepublic.com,freerepublic.com,1,0.14211447211127054
lt-smash.us,lt-smash.us,1,0.1777457157769056
nathannewman.org/log,nathannewman.org/log,0,0.5018921842338124
blog01.kintera.com/dnccblog,blog01.kintera.com/dnccblog,0,0.22180322488334786
outsidethebeltway.com,outsidethebeltway.com,1,0.4381076230064599
maruthecrankpot.blogspot.com,maruthecrankpot.blogspot.com,0,0.2943342249868146
americanfuture.typepad.com,americanfuture.typepad.com,1,0.16610729211173975
thepoliticalteen.net,thepoliticalteen.net,1,0.09027901817298878
mathewgross.com/blog,mathewgross.com/blog,0,0.2469215099460745
kausfiles.com,kausfiles.com,1,0.20737610583501737
reachm.com/amstreet,reachm.com/amstreet,0,0.6435236051256301
patterico.com,patterico.com,1,0.23899932393066733
nomayo.mu.nu,nomayo.mu.nu,1,0.1364320596615776
danieldrezner.com/blog,danieldrezner.com/blog,1,0.36506168269830697
brilliantatbreakfast.blogspot.com,brilliantatbreakfast.blogspot.com,0,0.3003684587736018
samizdata.net/blog,samizdata.net/blog,1,0.29989698136115267
bullmooseblog.com,bullmooseblog.com,0,0.14149046748463046
captainsquartersblog.com/mt,captainsquartersblog.com/mt,1,0.3225120848022341
madkane.com/notable.html,madkane.com/notable.html,0,0.7015252173377806
legendgames.net/myblog.asp,legendgames.net/myblog.asp,1,0.13938149712706055
cdharris.net,cdharris.net,1,0.13871113311761388
apologiesdemanded.blogspot.com,apologiesdemanded.blogspot.com,1,0.14287945493875123
vodkapundit.com,vodkapundit.com,1,0.49394932842896316
scha-den-freu-de.blogspot.com,scha-den-freu-de.blogspot.com,1,0.3210440703339166
celluloid-wisdom.com/pw/,celluloid-wisdom.com/pw/,1,0.16582451446828253
thetalkingdog.com,thetalkingdog.com,0,0.5313747528856289
dummocrats.com,dummocrats.com,1,0.23552221556127592
patrickruffini.com,patrickruffini.com,1,0.2151485973488076
thespoonsexperience.com,thespoonsexperience.com,1,0.14654872709853048
mypetjawa.mu.nu,mypetjawa.mu.nu,1,0.1842850048779391
thatliberalmedia.com,thatliberalmedia.com,1,0.10692106560064306
ibe.blogspot.com,ibe.blogspot.com,1,0.09903566801042042
blogodob.blogspot.com,blogodob.blogspot.com,1,0.1681620525188234
obsidianwings.blogs.com,obsidianwings.blogs.com,0,0.3826822573952543
nielsenhayden.com/electrolite,nielsenhayden.com/electrolite,0,0.6044625837572283
slublog.blogspot.com,slublog.blogspot.com,1,0.16068768372223166
theleftcoaster.com,theleftcoaster.com,0,0.571211391109064
everythingiknowiswrong.com,everythingiknowiswrong.com,1,0.14038707137535184
thepoliticalanimal.com,thepoliticalanimal.com,1,0.20188963923616748
billroggio.com/easongate,billroggio.com/easongate,1,0.16770481305901375
dailypundit.com,dailypundit.com,1,0.17071963583543243
powerpundit.com,powerpundit.com,1,0.2860042149194011
sgtstryker.com,sgtstryker.com,1,0.14997925983688354
snunes.blogspot.com,snunes.blogspot.com,0,0.4570096664647676
anoldsoul.blogspot.com,anoldsoul.blogspot.com,0,0.5684594660791533
crookedtimber.org,crookedtimber.org,0,0.6702856228369596
emergingdemocraticmajority.com,emergingdemocraticmajority.com,0,0.19688620764835066
maxspeak.org/mt,maxspeak.org/mt,0,0.5810436382337827
polipundit.com,polipundit.com,1,0.21290109211423436
ejectejecteject.com,ejectejecteject.com,1,0.13419492673134678
indepundit.com,indepundit.com,1,0.10680446988724178
boffo.typepad.com,boffo.typepad.com,0,0.23864190815374442
betsyspage.blogspot.com,betsyspage.blogspot.com,1,0.12602352842301015
bodyandsoul.typepad.com,bodyandsoul.typepad.com,0,0.7665748993480404
agonist.org,agonist.org,0,0.34796140311687446
markarkleiman.com,markarkleiman.com,0,0.5153103959515646
stevegilliard.blogspot.com,stevegilliard.blogspot.com,0,0.42594450400954736
amleft.blogspot.com,amleft.blogspot.com,0,0.24091308508407774
therightwingconspiracy.org,therightwingconspiracy.org,1,0.11903388116410986
interestingtimes.blogspot.com,interestingtimes.blogspot.com,0,0.5025688766107335
tristero.blogspot.com,tristero.blogspot.com,0,0.284627638268401
nicedoggie.net,nicedoggie.net,1,0.29084312887337804
blogforamerica.com,blogforamerica.com,0,0.276383030120668
blog.dccc.org,blog.dccc.org,0,0.5370108538708425
livejournal.com/users/jmhm,livejournal.com/users/jmhm,0,0.2511953306932185
martinipundit.com,martinipundit.com,1,0.28126262081632447
diplomadic.blogspot.com,diplomadic.blogspot.com,1,0.12861192241731076
rhetoricrhythm.blogspot.com,rhetoricrhythm.blogspot.com,0,0.33288361291045016
prolifeblogs.com,prolifeblogs.com,1,0.04784537000649843
washingtonmonthly.com,washingtonmonthly.com,0,0.9387610760657576
toteota.blogspot.com,toteota.blogspot.com,0,0.39559191967466234
johnmccrory.com,johnmccrory.com,0,0.2810132944893526
politicalwire.com,politicalwire.com,0,0.41050034479307423
redstate.org,redstate.org,1,0.2515829928794902
mydd.com,mydd.com,0,0.5458130253297697
powerlineblog.com,powerlineblog.com,1,0.50008242924062
tagorda.com,tagorda.com,1,0.24428101016453338
all-encompassingly.com,all-encompassingly.com,1,0.10058517617580402
rudepundit.blogspot.com,rudepundit.blogspot.com,0,0.24726514669016364
oliverwillis.com,oliverwillis.com,0,0.564687525479356
janegalt.net,janegalt.net,1,0.31999551661469583
americandigest.org,americandigest.org,1,0.12359960913120129
techievampire.net/wppol,techievampire.net/wppol,1,0.26464559020380496
thepatriette.com,thepatriette.com,1,0.1630852185630158
fraterslibertas.com,fraterslibertas.com,1,0.10494402560243143
electablog.com,electablog.com,0,0.2205981149536733
presidentboxer.blogspot.com,presidentboxer.blogspot.com,0,0.5970727268409565
deanesmay.com,deanesmay.com,1,0.255341194343053
iddybud.blogspot.com,iddybud.blogspot.com,0,0.2782571319442586
theglitteringeye.com,theglitteringeye.com,1,0.14614794979181103
hereswhatsleft.typepad.com/home,hereswhatsleft.typepad.com/home,0,0.24667327557882177
blogsagainsthillary.com,blogsagainsthillary.com,1,0.022753091126852972
americanthinker.com,americanthinker.com,1,0.07635707797178762
southernwatch.blogspot.com,southernwatch.blogspot.com,1,0.1378544452463423
nationalcenter.org/blog.html,nationalcenter.org/blog.html,1,0.22423650488977395
jewishworldreview.com,jewishworldreview.com,1,0.09872306714182708
electionprojection.com,electionprojection.com,1,0.18161700748088747
spreadingunderstanding.blogspot.com,spreadingunderstanding.blogspot.com,1,0.07903398479226416
wonkette.com,wonkette.com,0,0.4840797105728194
polstate.com,polstate.com,0,0.17497574530766644
gaypatriot.blogspot.com,gaypatriot.blogspot.com,1,0.13007689576428252
blogicus.com,blogicus.com,1,0.11304500707405758
oddhours.blogspot.com,oddhours.blogspot.com,0,0.2501215633904032
hereswhatsleft.typepad.com,hereswhatsleft.typepad.com,0,0.26477649823874055
takebackthemedia.com,takebackthemedia.com,0,0.21250148777849778
pandagon.net,pandagon.net,0,0.7313160152864049
papadoc.net/pinkflamingobar.html,papadoc.net/pinkflamingobar.html,1,0.19136190131601358
americanpolitics.com,americanpolitics.com,0,0.18380135767061845
markschmitt.typepad.com/decembrist,markschmitt.typepad.com/decembrist,0,0.24005715499442082
motgs.com,motgs.com,1,0.18348623519348867
politicalstrategy.org,politicalstrategy.org,0,0.7254950253042515
rosenblog.com,rosenblog.com,1,0.1546381613798146
digestiblenews.blogspot.com,digestiblenews.blogspot.com,0,0.2418972690665469
rathergate.com,rathergate.com,1,0.11355496644274164
alphapatriot.com,alphapatriot.com,1,0.262776028448275
stagefour.typepad.com/commonprejudice,stagefour.typepad.com/commonprejudice,0,0.6115178840276339
jihadwatch.org,jihadwatch.org,1,0.10714208060309355
mwilliams.info,mwilliams.info,1,0.1287786508208335
aintnobaddude.com,aintnobaddude.com,0,0.5220666006609521
seetheforest.blogspot.com,seetheforest.blogspot.com,0,0.4852170811113524
dneiwert.blogspot.com,dneiwert.blogspot.com,0,0.7068033094133856
wampum.wabanaki.net,wampum.wabanaki.net,0,0.6016612694346926
drudgereport.com,drudgereport.com,1,0.2895483152644718
rising-hegemon.blogspot.com,rising-hegemon.blogspot.com,0,0.420806085908809
strategicintelligence.blogspot.com,strategicintelligence.blogspot.com,1,0.1364349465708958
asmallvictory.net,asmallvictory.net,1,0.22676303146941337
elayneriggs.blogspot.com,elayneriggs.blogspot.com,0,0.6085699679863249
americablog.org,americablog.org,0,0.27873652428538753
professorbainbridge.com,professorbainbridge.com,1,0.24811418266675536
etalkinghead.com,etalkinghead.com,1,0.10025351155985182
alicublog.blogspot.com,alicublog.blogspot.com,0,0.3357256885476476
slowplay.com,slowplay.com,1,0.19123987695884365
dalythoughts.com,dalythoughts.com,1,0.40007637396279955
scrappleface.com,scrappleface.com,1,0.286903582544312
gopbloggers.org,gopbloggers.org,1,0.10679726064869445
cynicalnation.com,cynicalnation.com,1,0.26797824346721605
truthprobe.blogspot.com,truthprobe.blogspot.com,1,0.31120449209568557
gisleson.com/blog,gisleson.com/blog,0,0.3368883171768766
ajbenjaminjr.blogspot.com,ajbenjaminjr.blogspot.com,0,0.30972428088025006
mudandphud.blogspot.com,mudandphud.blogspot.com,1,0.11297385029113577
leanleft.com,leanleft.com,0,0.49452658314476866
southknoxbubba.net/skblog,southknoxbubba.net/skblog,0,0.5367456792572997
daisycutter.blogspot.com,daisycutter.blogspot.com,1,0.1262455451079583
roadtosurfdom.com,roadtosurfdom.com,0,0.5176553633842529
timblair.spleenville.com,timblair.spleenville.com,1,0.2631002410805346
balloon-juice.com,balloon-juice.com,1,0.4148704368601198
pudentilla.blogspot.com,pudentilla.blogspot.com,0,0.2766102777043654
decision08.blogspot.com,decision08.blogspot.com,1,0.17805669853582662
greatestjeneration.com,greatestjeneration.com,1,0.11044087288686022
allahpundit.com,allahpundit.com,1,0.10321992619479224
thismodernworld.com,thismodernworld.com,0,0.513491375038276
offthekuff.com/mt,offthekuff.com/mt,0,0.3721762791053886
king-of-fools.com,king-of-fools.com,1,0.1037830518309078
discerningtexan.blogspot.com,discerningtexan.blogspot.com,1,0.25249192710197793
rooksrant.com,rooksrant.com,0,0.12871356243065488
littlegreenfootballs.com/weblog,littlegreenfootballs.com/weblog,1,0.4577577776505829
ruminatethis.com,ruminatethis.com,0,0.315786526699377
healingiraq.blogspot.com,healingiraq.blogspot.com,1,0.12522263713696416
yglesias.typepad.com/matthew,yglesias.typepad.com/matthew,0,0.6690407808915517
goose3five.blogspot.com,goose3five.blogspot.com,0,0.27382035261235826
activistchat.com/blogiran,activistchat.com/blogiran,1,0.10341796157583613
allspinzone.blogspot.com,allspinzone.blogspot.com,0,0.27421551790396825
celluloid-wisdom.com/pw,celluloid-wisdom.com/pw,1,0.2356870332780725
ospolitics.org,ospolitics.org,0,0.4776926589904712
slantpoint.com,slantpoint.com,1,0.12026768921437679
itznewstome.blogspot.com,itznewstome.blogspot.com,1,0.14930237088312245
rittenhouse.blogspot.com,rittenhouse.blogspot.com,0,0.5197010294520252
mediajunkie.com/edgewise,mediajunkie.com/edgewise,0,0.23520403622576325
anncoulter.org,anncoulter.org,1,0.0547872621375543
lawguy.blogspot.com,lawguy.blogspot.com,1,0.19027423732700957
warandpiece.com,warandpiece.com,0,0.3276011342947442
donaldsensing.com,donaldsensing.com,1,0.1976402296161261
ace.mu.nu,ace.mu.nu,1,0.30575403396536766
msnbc.msn.com/id/3449870,msnbc.msn.com/id/3449870,0,0.4146995166165266
collegedems.com/blog,collegedems.com/blog,0,0.3019265488624618
angrybear.blogspot.com,angrybear.blogspot.com,0,0.3950313771525822
democraticunderground.com,democraticunderground.com,0,0.22288102303932522
sadlyno.com,sadlyno.com,0,0.3314285219941897
"atrios.blogspot.com/ ","atrios.blogspot.com/ ",0,0.587856215658831
incite1.blogspot.com,incite1.blogspot.com,1,0.17048794864806308
andrewsullivan.com,andrewsullivan.com,1,0.4003127513158451
beautifulatrocities.com,beautifulatrocities.com,1,0.0809890159813275
sondrak.com,sondrak.com,1,0.09658617372916094
sayanythingblog.com,sayanythingblog.com,1,0.17273658682988777
rightwingnews.com,rightwingnews.com,1,0.3377861906348407
timblair.net,timblair.net,1,0.22984538489147358
billmon.org,billmon.org,0,0.6945282315904299
tbogg.blogspot.com,tbogg.blogspot.com,0,0.739347790672207
amptoons.com/blog,amptoons.com/blog,0,0.40542682332406355
shakespearessister.blogspot.com,shakespearessister.blogspot.com,0,0.19314522406085394
dynamist.com/weblog,dynamist.com/weblog,1,0.2644879044545036
jameswolcott.com,jameswolcott.com,0,0.41749411894337485
thewashingtonnote.com,thewashingtonnote.com,0,0.1791232847347903
suburbanguerrilla.blogspot.com,suburbanguerrilla.blogspot.com,0,0.43258355145798666
gevkaffeegal.typepad.com/the_alliance,gevkaffeegal.typepad.com/the_alliance,1,0.12354203140584884
demagogue.blogspot.com,demagogue.blogspot.com,0,0.3561327389866969
retrogrouch.net,retrogrouch.net,0,0.25430048459225923
oxblog.blogspot.com,oxblog.blogspot.com,1,0.3223396919693661
vikingpundit.blogspot.com,vikingpundit.blogspot.com,1,0.26520819910961246
poliblogger.com,poliblogger.com,1,0.20598741585884298
whyareweback.blogspot.com,whyareweback.blogspot.com,0,0.19470737134522387
lucianne.com,lucianne.com,1,0.08052728128817815
buzzmachine.com,buzzmachine.com,1,0.3773874541587549
antiprotester.blogspot.com,antiprotester.blogspot.com,1,0.1109014307098093
newcounterculture.com/log,newcounterculture.com/log,1,0.18402286836420684
burntorangereport.com,burntorangereport.com,0,0.2880246897637704
truthlaidbear.com,truthlaidbear.com,1,0.43093750947701454
inthebullpen.com,inthebullpen.com,1,0.1587380299159616
pacificviews.org,pacificviews.org,0,0.6088134110660414
simbaud.blogspot.com,simbaud.blogspot.com,0,0.49697827342748907
12thharmonic.com/wordpress,12thharmonic.com/wordpress,0,0.2770708068000944
coxandforkum.com,coxandforkum.com,1,0.2314306261291142
blogsforbush.com,blogsforbush.com,1,0.3070385482758993
kimdutoit.com/dr/weblog.php,kimdutoit.com/dr/weblog.php,1,0.15031991658732613
dohiyimir.typepad.com,dohiyimir.typepad.com,0,0.42648827917966325
babytrollblog.com,babytrollblog.com,1,0.1858342674942137
blogs.salon.com/0003364,blogs.salon.com/0003364,0,0.30648102750709705
grupo-utopia.com/blog/isou,grupo-utopia.com/blog/isou,1,0.16225007859960475
bartcop.com,bartcop.com,0,0.13867221802335222
chrenkoff.blogspot.com,chrenkoff.blogspot.com,1,0.2500857613379597
scoobiedavis.blogspot.com,scoobiedavis.blogspot.com,0,0.43544224904727197
thomasblog.typepad.com/bloggg,thomasblog.typepad.com/bloggg,0,0.22620921121521992
thomasgalvin.blogspot.com,thomasgalvin.blogspot.com,1,0.3859931875307142
corrente.blogspot.com,corrente.blogspot.com,0,0.7246524832855017
emergingdemocraticmajorityweblog.com/donkeyrising,emergingdemocraticmajorityweblog.com/donkeyrising,0,0.36566607198591294
alarmingnews.com,alarmingnews.com,1,0.23814163453640508
nerepublican.blogspot.com,nerepublican.blogspot.com,1,0.27124272011155076
mahablog.com,mahablog.com,0,0.4303454389443619
windsofchange.net,windsofchange.net,1,0.3634114303220634
talkingpointsmemo.com,talkingpointsmemo.com,0,0.9340302727473583
politicalmusings.net,politicalmusings.net,1,0.23465290378864573
flagrancy.net,flagrancy.net,0,0.23154848436147596
nickiegoomba.blogspot.com,nickiegoomba.blogspot.com,1,0.10860781502126342
electricvenom.com,electricvenom.com,1,0.1294812977269387
uggabugga.blogspot.com,uggabugga.blogspot.com,0,0.406324054863286
hughhewitt.com,hughhewitt.com,1,0.48383136625850787
thedonovan.com,thedonovan.com,1,0.10097277795018614
nationalreview.com/thecorner,nationalreview.com/thecorner,1,0.44514775382315797
netpolitik.blogspot.com,netpolitik.blogspot.com,0,0.20930817871306448
dailywarnews.blogspot.com,dailywarnews.blogspot.com,0,0.22542240891538223
mhking.mu.nu,mhking.mu.nu,1,0.1767327885292868
iraqthemodel.blogspot.com,iraqthemodel.blogspot.com,1,0.23650917044812006
strangedoctrines.typepad.com,strangedoctrines.typepad.com,0,0.25850278862535525
michellemalkin.com,michellemalkin.com,1,0.4595553531781829
americablog.blogspot.com,americablog.blogspot.com,0,0.3875994009172339
fairshot.org,fairshot.org,0,0.37419895148718413
crankyneocon.com/crankyneocon,crankyneocon.com/crankyneocon,1,0.09751960545598849
boloboffin.blogspot.com,boloboffin.blogspot.com,0,0.4062794647027577
beldar.blogs.com/beldarblog,beldar.blogs.com/beldarblog,1,0.303663139942949
americanwarmonger.blogspot.com,americanwarmonger.blogspot.com,1,0.07031974893847144
juancole.com,juancole.com,0,0.6559191697643053
margaretcho.com/blog/blog.htm,margaretcho.com/blog/blog.htm,0,0.17164424286131078
digbysblog.blogspot.com,digbysblog.blogspot.com,0,0.8041791078135205
alittlemoretotheright.com,alittlemoretotheright.com,1,0.1670115296140677
xnerg.blogspot.com,xnerg.blogspot.com,0,0.6045227916317145
bopnews.com,bopnews.com,0,0.32488092125401924
acertainslantoflight.blogspot.com,acertainslantoflight.blogspot.com,1,0.35752465129042776
democrats.org/blog,democrats.org/blog,0,0.49976442375710023
juliusblog.blogspot.com,juliusblog.blogspot.com,0,0.2981249632614926
newdonkey.com,newdonkey.com,0,0.14890436841158378
mtvirtus.blogspot.com,mtvirtus.blogspot.com,1,0.1805541620672083
nielsenhayden.com/makinglight,nielsenhayden.com/makinglight,0,0.3542032003268433
dailyhowler.com,dailyhowler.com,0,0.4215221284571976
blogsofwar.com,blogsofwar.com,1,0.3795286302666429
gadflyer.com,gadflyer.com,0,0.2599661844715085
georgewbush.com,georgewbush.com,1,0.0920812355020491
southernappeal.blogspot.com,southernappeal.blogspot.com,1,0.21887472439704558
smirkingchimp.com,smirkingchimp.com,0,0.271107188961341
blithered.blogspot.com,blithered.blogspot.com,1,0.05776196828691784
made4theinternet.blogspot.com,made4theinternet.blogspot.com,1,0.16636442638904986
fafblog.blogspot.com,fafblog.blogspot.com,0,0.42178710680367054
busybusybusy.com,busybusybusy.com,0,0.61059012389864
brainshavings.com,brainshavings.com,1,0.09847687570041162
americandinosaur.blogspot.com,americandinosaur.blogspot.com,1,0.08148826950301681
permanentred.com,permanentred.com,0,0.19376396444847682
volokh.com,volokh.com,1,0.43144958016560747
patriotboy.blogspot.com,patriotboy.blogspot.com,0,0.42366890893707126
althippo.blogspot.com,althippo.blogspot.com,0,0.27509389136060863
j-bradford-delong.net/movable_type,j-bradford-delong.net/movable_type,0,0.5918434368498969
aldaynet.org,aldaynet.org,1,0.15327083487107854
atrios.blogspot.com,atrios.blogspot.com,0,1.0
jquinton.com,jquinton.com,1,0.2149650011049446
robbernard.com,robbernard.com,1,0.11444610874813067
dems2004.org/blog,dems2004.org/blog,0,0.22180322488334786
ofthemind.blogspot.com,ofthemind.blogspot.com,1,0.1785109914808389
thecarpetbaggerreport.com,thecarpetbaggerreport.com,0,0.22985659021161728
realclearpolitics.com,realclearpolitics.com,1,0.27055531809798883
needlenose.com,needlenose.com,0,0.21902176936496254
thatcoloredfellasweblog.bloghorn.com,thatcoloredfellasweblog.bloghorn.com,0,0.17459702195903273
conservativedialysis.com,conservativedialysis.com,1,0.1215452842042101
yarsrevenge.blogspot.com,yarsrevenge.blogspot.com,0,0.32148397250262745
baldilocks.typepad.com,baldilocks.typepad.com,1,0.13556214881970988
riverbendblog.blogspot.com,riverbendblog.blogspot.com,0,0.23187116041635064
thetalentshow.org,thetalentshow.org,0,0.4892924639587005
althouse.blogspot.com,althouse.blogspot.com,1,0.1555800632067496
fromtheroots.org,fromtheroots.org,0,0.29267996464196483
conservativeeyes.blogspot.com,conservativeeyes.blogspot.com,1,0.06103187513997826
node707.com,node707.com,0,0.3645295197280365
theamericanmind.com,theamericanmind.com,1,0.21051600462847703
billhobbs.com,billhobbs.com,1,0.3028440818436686
noseyonline.com,noseyonline.com,0,0.4162415815169595
mstabile.blogspot.com,mstabile.blogspot.com,0,0.19379638836666419
la4israel.org/wordpress,la4israel.org/wordpress,1,0.10384836938109267
dailykos.com,dailykos.com,0,0.9809196159497653
scrutinyhooligans.blogspot.com,scrutinyhooligans.blogspot.com,0,0.23454358836155983
iowageek.blogspot.com,iowageek.blogspot.com,1,0.15386689737477885
holecard.blogspot.com,holecard.blogspot.com,1,0.15169914416228208
iwantmycountryback.org,iwantmycountryback.org,1,0.25342652652012493
pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,0,0.16463368054338157
imao.us,imao.us,1,0.22332564450452239
evangelicaloutpost.com,evangelicaloutpost.com,1,0.21247835921680022
qando.net,qando.net,1,0.31037344334278066
norbizness.com,norbizness.com,0,0.5478222976848098
folkbum.blogspot.com,folkbum.blogspot.com,0,0.2982940217685003
markheimonen.blogspot.com,markheimonen.blogspot.com,0,0.19577235342018573
belmontclub.blogspot.com,belmontclub.blogspot.com,1,0.3069152195975133
jeffblanco.blogdrive.com,jeffblanco.blogdrive.com,1,0.023265612214166693
the-hamster.com,the-hamster.com,0,0.4118976920061284
townhall.com/clog,townhall.com/clog,1,0.14744113625825672
indcjournal.com,indcjournal.com,1,0.29228053681473865
diggersrealm.com/mt,diggersrealm.com/mt,1,0.09176646402807863
rogerlsimon.com,rogerlsimon.com,1,0.3501202721731713
thepoorman.net,thepoorman.net,0,0.5774295009622198
instapundit.com,instapundit.com,1,0.7641939962256413
dissectleft.blogspot.com,dissectleft.blogspot.com,1,0.21994200088484223
mudvillegazette.com,mudvillegazette.com,1,0.20102043119389265
pardonmyenglish.com,pardonmyenglish.com,1,0.1804235095907524
roseoftheknights.com/yank/pride.html,roseoftheknights.com/yank/pride.html,1,0.07093198920998649
prospect.org/weblog,prospect.org/weblog,0,0.7221488266360756
liberaloasis.com,liberaloasis.com,0,0.7942341506377764
higherpieproductions.com,higherpieproductions.com,0,0.33434789856688296
conservativelife.com/blog,conservativelife.com/blog,1,0.16404666252722033
discourse.net,discourse.net,0,0.3768765124867455
michaelberube.com,michaelberube.com,0,0.6439815758210644
righthandthief.blogspot.com,righthandthief.blogspot.com,0,0.2642386600625237
messopotamian.blogspot.com,messopotamian.blogspot.com,1,0.08187451891954664
counterspin.blogspot.com,counterspin.blogspot.com,0,0.20594957293449523
right-thinking.com,right-thinking.com,1,0.06890340266822616
denbeste.nu,denbeste.nu,1,0.16020079862906125
writingcompany.blogs.com/this_isnt_writing_its_typ,writingcompany.blogs.com/this_isnt_writing_its_typ,1,0.1820531959130908
stcfoundation.blogspot.com,stcfoundation.blogspot.com,0,0.29576858467462747
rogerailes.blogspot.com,rogerailes.blogspot.com,0,0.5412955272995251
